Game ID,Game Name,Platform,Genre,Release Date,Sales (Million $),Player Count (Million),Region,Age Group,Gender,Rating
GAME11026,Citizen.,PS5,Sports,2016-12-09,32.5,35.93,North America,10-18,Female,4
GAME11027,Past organization rather.,Mobile,Sports,2017-07-11,4.48,20.77,Europe,26-35,Female,10
GAME11028,Industry church car recognize.,Mobile,Adventure,2019-02-22,66.11,15.36,Europe,46+,Female,9
GAME11029,Discover century.,PC,Adventure,2019-10-08,51.62,9.44,Asia,36-45,Female,7
GAME11030,Institution available sport.,PS5,Sports,2022-09-29,80.66,14.65,South America,36-45,Male,10
GAME11031,Activity answer offer.,Xbox,Shooter,2018-08-03,82.36,48.26,Asia,19-25,Female,9
GAME11032,True listen.,PS5,Shooter,2023-02-02,2.43,24.75,Australia,10-18,Male,7
GAME11033,Speech involve population never.,PS5,Action,2024-03-21,5.89,30.34,South America,10-18,Male,5
GAME11034,Follow director memory.,PC,Adventure,2022-04-30,43.74,48.87,Asia,19-25,Male,2
GAME11035,Subject only.,Xbox,Sports,2017-01-30,15.21,16.2,Asia,26-35,Male,5
GAME11036,If make sister.,Nintendo Switch,Shooter,2015-02-09,32.08,6.33,Asia,46+,Male,1
GAME11037,Star conference.,PS5,Sports,2021-06-19,78.57,47.05,Asia,36-45,Female,7
GAME11038,Pick.,PC,Strategy,2018-07-01,55.52,28.39,Australia,19-25,Male,7
GAME11039,Before general.,Mobile,Shooter,2018-01-16,68.6,19.51,South America,26-35,Male,5
GAME11040,Kitchen commercial.,Xbox,Action,2023-05-18,11.31,32.51,Australia,26-35,Male,4
GAME11041,Eight thus probably.,Mobile,Sports,2018-09-16,38.13,41.17,Europe,26-35,Male,8
GAME11042,Various evidence.,PS5,Shooter,2019-01-07,55.26,47.63,North America,19-25,Female,6
GAME11043,None morning room.,Xbox,Shooter,2018-01-19,48.45,10.7,Europe,26-35,Female,4
GAME11044,Apply culture.,PC,Strategy,2023-01-27,89.71,14.07,South America,26-35,Male,8
GAME11045,Any section.,PC,Sports,2016-11-02,88.71,2.56,South America,10-18,Female,6
GAME11046,Quite help.,Xbox,RPG,2015-01-28,49.52,44.83,Europe,36-45,Female,10
GAME11047,Onto several.,Xbox,Adventure,2016-01-28,17.31,2.43,Asia,46+,Male,2
GAME11048,Government nature teacher store.,Nintendo Switch,Adventure,2015-01-18,32.43,14.86,Australia,36-45,Female,1
GAME11049,Read of event.,Nintendo Switch,RPG,2020-08-10,13.43,27.81,South America,10-18,Male,8
GAME11050,Interview all go.,Mobile,Adventure,2017-07-15,50.86,45.37,Asia,46+,Male,1
GAME11051,Might ever.,PS5,Shooter,2020-07-29,45.94,48.78,Asia,36-45,Female,2
GAME11052,Move understand.,PS5,Strategy,2015-09-11,89.76,29.8,Australia,46+,Male,5
GAME11053,Nation.,PC,RPG,2022-06-03,36.13,34.5,North America,46+,Female,8
GAME11054,Until interest for.,Nintendo Switch,Adventure,2016-11-25,55.97,10.18,Australia,26-35,Female,8
GAME11055,Account any why.,Mobile,RPG,2020-05-25,2.77,28.63,Europe,36-45,Male,9
GAME11056,Wind next offer.,PS5,Shooter,2023-05-16,61.51,5.24,Asia,19-25,Female,10
GAME11057,Party realize suffer vote.,PC,Sports,2018-08-31,1.21,13.01,Europe,10-18,Male,4
GAME11058,Treat than.,Nintendo Switch,Sports,2021-11-09,41.73,46.72,South America,26-35,Female,2
GAME11059,He data.,Nintendo Switch,RPG,2019-07-03,85.94,49.12,Europe,26-35,Male,9
GAME11060,Cover team take year.,Mobile,Strategy,2017-05-17,35.53,3.3,Asia,19-25,Female,7
GAME11061,Bank interest hit.,PS5,RPG,2022-04-17,84.64,29.74,Australia,10-18,Female,10
GAME11062,Various author.,Mobile,Shooter,2017-08-15,26.25,47.13,Europe,19-25,Female,3
GAME11063,Over safe eight.,PS5,Adventure,2017-04-08,34.83,48.86,North America,26-35,Female,9
GAME11064,Although customer receive.,Xbox,Sports,2017-08-14,14.87,39.1,Asia,10-18,Male,5
GAME11065,Laugh social data.,Nintendo Switch,Action,2021-09-23,66.94,37.54,North America,10-18,Male,1
GAME11066,Order billion.,PS5,Shooter,2021-11-09,72.06,44.36,Asia,36-45,Male,2
GAME11067,End crime.,Mobile,Action,2023-12-02,12.16,18.13,South America,10-18,Female,9
GAME11068,Politics why.,PC,Action,2015-07-02,84.95,45.15,Asia,26-35,Male,5
GAME11069,Water company.,Xbox,Shooter,2023-03-08,93.34,15.59,Europe,26-35,Male,5
GAME11070,At.,Xbox,RPG,2023-10-20,66.81,43.31,Europe,19-25,Male,9
GAME11071,Outside medical.,Mobile,RPG,2015-02-18,39.32,40.97,Australia,36-45,Female,9
GAME11072,Pay board realize.,PC,Shooter,2020-01-19,72.54,38.62,Australia,19-25,Female,8
GAME11073,Run someone direction.,Mobile,Sports,2020-07-15,83.51,37.09,Europe,26-35,Male,4
GAME11074,On indeed.,Nintendo Switch,Shooter,2022-07-30,87.91,4.09,South America,36-45,Female,10
GAME11075,Top great.,Nintendo Switch,Strategy,2018-08-04,26.62,33.43,Asia,26-35,Male,4
GAME11076,Condition sign certain.,Mobile,Adventure,2022-06-15,5.85,24.4,Europe,19-25,Female,9
GAME11077,Community kitchen.,Nintendo Switch,Adventure,2017-08-12,93.88,15.66,Europe,10-18,Male,7
GAME11078,Wide without down.,PS5,Adventure,2019-02-04,5.87,20.94,Asia,26-35,Female,4
GAME11079,Face age character.,Mobile,Shooter,2021-04-09,52.07,47.1,Australia,26-35,Male,8
GAME11080,Coach rather.,Mobile,Strategy,2018-08-14,5.84,31.98,Australia,10-18,Male,2
GAME11081,Bag speak lose.,Xbox,Action,2020-04-28,84.45,13.27,Asia,19-25,Female,4
GAME11082,Participant according.,PC,Strategy,2019-04-06,46.39,9.66,Asia,36-45,Female,1
GAME11083,Even return seat.,Nintendo Switch,Strategy,2020-01-24,68.58,46.86,North America,19-25,Female,4
GAME11084,Fund worry address.,Nintendo Switch,Action,2016-07-23,93.78,49.59,Asia,10-18,Male,4
GAME11085,Thought book.,Xbox,Sports,2024-02-19,18.23,19.26,Asia,36-45,Female,5
GAME11086,Spend.,Nintendo Switch,Sports,2023-12-16,67.2,43.26,Europe,10-18,Male,3
GAME11087,Apply table effect.,Nintendo Switch,Strategy,2018-03-27,11.75,0.52,South America,46+,Female,7
GAME11088,Where crime happen.,PC,Action,2019-03-19,74.16,2.82,South America,19-25,Male,4
GAME11089,Tough population low.,PC,Sports,2022-09-02,53.08,36.19,Europe,36-45,Male,9
GAME11090,Window PM walk.,Xbox,Strategy,2023-09-15,47.14,34.05,Australia,10-18,Male,4
GAME11091,Return you.,Xbox,Sports,2023-06-29,30.5,10.63,Asia,10-18,Male,4
GAME11092,Response program third.,Nintendo Switch,Adventure,2017-04-24,98.14,49.55,Asia,26-35,Female,7
GAME11093,Group run.,PS5,Adventure,2017-04-08,80.04,40.2,Asia,19-25,Male,2
GAME11094,Entire.,PC,Sports,2018-07-09,3.92,12.74,Europe,36-45,Female,1
GAME11095,Mouth agency.,Mobile,Strategy,2024-05-16,3.09,48.28,North America,26-35,Female,5
GAME11096,May next among.,PS5,Action,2017-10-27,79.55,24.11,Europe,46+,Female,3
GAME11097,National most.,Xbox,Shooter,2016-01-18,1.44,14.83,South America,26-35,Male,6
GAME11098,Although line.,PS5,Action,2022-07-06,27.41,10.59,Europe,10-18,Female,9
GAME11099,Member would.,PS5,RPG,2021-12-16,21.5,25.02,Asia,26-35,Male,4
GAME11100,Sit hold.,Xbox,Sports,2021-10-08,70.03,41.48,North America,46+,Female,2
GAME11101,Machine year.,Nintendo Switch,Shooter,2023-01-03,40.9,5.12,South America,10-18,Female,7
GAME11102,Green.,PC,Strategy,2019-05-16,3.67,33.26,South America,10-18,Female,8
GAME11103,Every himself.,Xbox,Strategy,2014-10-26,84.6,15.69,South America,10-18,Female,3
GAME11104,Mother want military.,Mobile,Shooter,2020-10-17,98.89,1.73,North America,10-18,Female,7
GAME11105,Democrat establish sit.,Nintendo Switch,Strategy,2022-06-25,47.96,31.86,Europe,36-45,Female,6
GAME11106,Themselves black this.,PC,RPG,2023-10-22,49.87,29.2,North America,46+,Female,4
GAME11107,Teach although computer.,Mobile,Strategy,2018-02-07,23.44,14.75,Europe,46+,Male,9
GAME11108,Glass yard.,Xbox,Adventure,2014-10-09,42.19,15.34,North America,36-45,Male,2
GAME11109,Local black season.,Xbox,Adventure,2021-05-28,48.36,13.04,Europe,46+,Male,5
GAME11110,End fine common.,PS5,Sports,2024-07-29,24.28,38.94,Asia,36-45,Female,3
GAME11111,Card lay yard.,Xbox,Sports,2016-12-17,47.04,47.88,South America,46+,Female,1
GAME11112,Down catch.,Xbox,Strategy,2020-12-26,62.33,9.37,North America,19-25,Female,8
GAME11113,Over ten.,PC,Adventure,2020-10-08,76.77,25.71,Australia,19-25,Male,4
GAME11114,Concern.,Xbox,Strategy,2019-09-22,84.39,7.68,South America,10-18,Female,6
GAME11115,Check.,PC,Strategy,2023-04-29,11.15,6.36,Australia,36-45,Male,7
GAME11116,His edge.,PS5,Strategy,2015-08-04,49.78,36.1,Australia,10-18,Male,9
GAME11117,Best born serve.,PC,Strategy,2019-07-01,75.71,33.81,Australia,19-25,Female,9
GAME11118,Long over.,PS5,Adventure,2023-06-06,38.1,40.82,North America,36-45,Female,8
GAME11119,Arrive why.,Xbox,Strategy,2015-06-15,82.93,26.4,North America,26-35,Male,3
GAME11120,Bit raise lose.,Xbox,RPG,2021-02-10,28.25,12.83,South America,10-18,Male,3
GAME11121,Approach forget carry.,PS5,Shooter,2016-09-14,75.68,19.84,Europe,10-18,Male,2
GAME11122,Forward.,PS5,Strategy,2022-03-28,34.08,12.22,North America,46+,Male,2
GAME11123,Sit.,Mobile,Sports,2018-09-02,45.9,46.74,South America,10-18,Male,4
GAME11124,The certainly country.,PC,Sports,2018-02-04,70.22,23.63,South America,19-25,Female,2
GAME11125,Although western year against.,PS5,Strategy,2024-06-26,37.51,23.52,North America,36-45,Male,2
GAME11126,Major chance friend.,Nintendo Switch,Action,2016-06-28,98.72,46.22,Australia,19-25,Female,3
GAME11127,Ok paper.,Nintendo Switch,Action,2023-12-08,21.65,19.26,North America,10-18,Male,9
GAME11128,Fact first two.,Nintendo Switch,Sports,2015-10-08,8.58,28.02,South America,19-25,Female,1
GAME11129,Than race part.,Mobile,RPG,2017-06-27,17.99,49.1,South America,36-45,Male,8
GAME11130,Adult program.,Mobile,Strategy,2021-11-10,78.86,10.35,South America,19-25,Male,5
GAME11131,Phone.,PS5,Shooter,2017-02-18,63.06,11.9,South America,10-18,Male,5
GAME11132,They enough red.,PS5,Adventure,2019-12-28,68.47,10.61,South America,36-45,Female,8
GAME11133,Adult simple.,PC,Adventure,2018-03-16,67.95,2.45,Australia,10-18,Male,7
GAME11134,Hear military simply.,PS5,Adventure,2015-01-12,1.43,5.93,South America,19-25,Female,7
GAME11135,Check may risk.,Mobile,Action,2018-10-14,79.29,36.84,Asia,19-25,Male,7
GAME11136,Particular too represent poor.,Xbox,Action,2019-03-05,59.98,25.71,Europe,26-35,Female,6
GAME11137,Employee property wonder.,Mobile,Strategy,2015-08-01,78.78,10.09,Asia,46+,Female,7
GAME11138,Unit name world.,PS5,Adventure,2017-10-20,45.91,10.91,South America,46+,Female,10
GAME11139,Understand clearly.,Xbox,Adventure,2016-11-25,26.45,42.8,South America,36-45,Male,3
GAME11140,Country when run.,Mobile,RPG,2017-11-05,34.66,31.34,Asia,46+,Male,7
GAME11141,Writer note skill.,Xbox,RPG,2018-12-18,20.36,18.45,South America,26-35,Female,8
GAME11142,Level student respond.,Xbox,Adventure,2020-10-25,65.05,44.35,North America,36-45,Female,7
GAME11143,Seven party.,PC,Strategy,2019-10-02,31.74,3.85,South America,19-25,Female,9
GAME11144,Alone ok.,PS5,Shooter,2017-07-03,61.75,12.16,Asia,26-35,Male,5
GAME11145,Marriage.,Nintendo Switch,Strategy,2015-03-28,32.01,33.11,Europe,26-35,Female,4
GAME11146,Theory several.,PS5,Shooter,2023-07-06,58.44,34.01,Europe,46+,Male,2
GAME11147,Management ever.,Xbox,Action,2022-05-03,10.79,47.32,South America,46+,Female,6
GAME11148,Once campaign central.,PC,Shooter,2022-05-24,0.58,11.32,North America,36-45,Female,1
GAME11149,Product against onto.,PC,Strategy,2018-03-28,4.91,15.1,Asia,10-18,Male,8
GAME11150,Present.,PS5,RPG,2021-12-10,51.73,46.94,South America,36-45,Male,1
GAME11151,Science direction.,Mobile,Adventure,2015-03-03,67.59,0.29,South America,10-18,Male,6
GAME11152,Direction fish method not.,Xbox,Strategy,2023-06-14,5.75,49.88,South America,36-45,Female,1
GAME11153,Goal center purpose.,PS5,RPG,2022-06-23,28.93,16.47,Australia,19-25,Female,8
GAME11154,Lay will.,Mobile,Action,2015-06-13,27.15,25.74,Europe,19-25,Female,4
GAME11155,Player learn.,PS5,Adventure,2017-06-06,94.73,32.0,North America,19-25,Male,6
GAME11156,Pattern college.,PS5,Sports,2022-08-22,75.3,47.79,Asia,19-25,Male,2
GAME11157,Past responsibility reason.,Mobile,Adventure,2021-12-03,65.35,1.87,Asia,36-45,Female,3
GAME11158,Series project.,PC,Adventure,2017-11-20,85.75,12.74,North America,36-45,Female,4
GAME11159,Idea enter.,Xbox,Adventure,2020-02-28,46.93,10.49,Asia,10-18,Male,1
GAME11160,Production spring history.,PC,Strategy,2022-07-26,13.13,12.71,Australia,10-18,Female,1
GAME11161,Expert man where.,PS5,Shooter,2018-08-29,7.73,36.04,South America,36-45,Female,9
GAME11162,Listen business represent.,Xbox,RPG,2023-05-04,23.87,12.04,Australia,26-35,Female,6
GAME11163,Base sense land.,Nintendo Switch,RPG,2015-03-26,25.07,19.5,Australia,10-18,Female,9
GAME11164,Food.,PC,RPG,2023-07-31,7.54,48.59,Australia,46+,Female,9
GAME11165,Right.,Xbox,Strategy,2021-07-06,73.14,33.75,South America,36-45,Female,2
GAME11166,Room strong brother fight.,Xbox,RPG,2022-10-03,4.35,25.32,South America,36-45,Male,6
GAME11167,Protect sister pressure.,PC,RPG,2021-04-21,37.81,40.3,Asia,46+,Female,9
GAME11168,Meeting yourself.,PS5,Sports,2018-03-24,65.02,24.37,Australia,10-18,Female,7
GAME11169,Realize child.,PS5,Strategy,2014-10-28,71.13,18.14,Australia,10-18,Male,4
GAME11170,Beyond admit common.,Xbox,Action,2023-02-04,41.29,17.81,Europe,36-45,Male,4
GAME11171,Surface senior.,PS5,Action,2017-04-22,52.92,21.59,Australia,26-35,Female,9
GAME11172,Mouth risk.,Mobile,Sports,2023-04-07,29.15,21.85,South America,26-35,Male,4
GAME11173,Offer here standard.,Xbox,Sports,2017-09-20,54.0,34.64,South America,10-18,Female,1
GAME11174,Once during.,Mobile,RPG,2017-02-09,42.2,43.41,North America,46+,Male,8
GAME11175,Way baby.,Nintendo Switch,RPG,2022-04-10,71.98,33.74,Asia,46+,Female,7
GAME11176,Part you.,Xbox,Sports,2017-05-25,69.51,34.3,North America,10-18,Female,4
GAME11177,Fill social participant.,Mobile,RPG,2014-12-10,39.36,31.43,Australia,46+,Male,9
GAME11178,Meet interest few hour.,Nintendo Switch,Sports,2023-08-23,32.27,40.69,Asia,10-18,Male,7
GAME11179,Door garden vote.,PC,Action,2017-10-11,75.07,34.36,North America,19-25,Female,5
GAME11180,Specific.,Mobile,Shooter,2020-05-19,83.35,8.2,Australia,26-35,Male,2
GAME11181,People able decision door.,Xbox,RPG,2021-02-11,44.86,15.9,South America,10-18,Female,9
GAME11182,Do summer.,PC,RPG,2022-05-27,52.49,40.83,South America,46+,Male,9
GAME11183,North.,Mobile,RPG,2023-06-17,84.75,31.28,Australia,36-45,Male,7
GAME11184,Reflect ready use.,Xbox,Shooter,2024-05-29,39.09,13.93,Australia,10-18,Male,8
GAME11185,Standard position.,Xbox,Adventure,2022-09-18,27.49,34.04,North America,10-18,Male,4
GAME11186,Establish.,PC,Adventure,2022-10-17,7.49,21.97,South America,26-35,Female,4
GAME11187,Impact change.,Mobile,Adventure,2023-10-11,32.32,23.27,Asia,46+,Female,6
GAME11188,Relate room.,PC,RPG,2021-09-01,67.49,13.2,Asia,26-35,Male,10
GAME11189,Word south.,Nintendo Switch,Strategy,2018-04-24,30.93,40.55,Europe,36-45,Female,4
GAME11190,Can perform outside.,PS5,Shooter,2014-10-10,55.38,30.09,Asia,19-25,Female,10
GAME11191,Strategy often.,Xbox,Adventure,2019-09-14,5.53,10.91,North America,26-35,Male,10
GAME11192,Item order air.,PS5,Sports,2019-03-11,94.55,7.56,South America,46+,Male,6
GAME11193,Choose local toward.,Mobile,Action,2020-09-17,44.68,43.88,Europe,36-45,Male,6
GAME11194,South represent court.,PS5,Strategy,2023-07-03,59.71,46.25,South America,10-18,Female,6
GAME11195,Some color a.,PC,Adventure,2014-10-25,84.26,34.23,Australia,10-18,Male,1
GAME11196,Including.,Xbox,Action,2017-11-09,82.84,48.84,Europe,10-18,Male,5
GAME11197,Education other.,PS5,Action,2017-10-24,86.18,4.09,Asia,46+,Female,5
GAME11198,A reflect.,Nintendo Switch,Action,2018-08-27,20.24,41.49,Asia,36-45,Male,7
GAME11199,Another animal.,PC,Sports,2021-04-11,66.71,23.56,Asia,10-18,Male,10
GAME11200,Outside north.,Mobile,RPG,2017-01-24,6.93,36.11,North America,10-18,Male,2
GAME11201,Else statement help.,Mobile,Strategy,2017-06-08,83.08,23.49,Australia,26-35,Male,10
GAME11202,Ten dark state.,Xbox,Sports,2020-06-30,50.0,27.93,Australia,19-25,Female,4
GAME11203,Long.,PC,Action,2023-01-18,83.66,43.09,Europe,46+,Female,6
GAME11204,Sing board.,PC,Adventure,2015-10-27,16.09,6.34,Europe,19-25,Female,4
GAME11205,By continue.,Nintendo Switch,Strategy,2023-10-12,87.42,18.35,Asia,26-35,Female,7
GAME11206,Tonight guess continue.,PS5,Strategy,2015-03-30,7.27,40.95,North America,36-45,Male,9
GAME11207,Western teacher such.,Nintendo Switch,Strategy,2020-06-12,67.69,4.28,Asia,26-35,Male,10
GAME11208,Local nor outside.,PS5,Action,2020-06-02,29.96,35.62,Asia,26-35,Female,5
GAME11209,Generation form.,PS5,RPG,2018-08-16,24.56,4.71,Australia,26-35,Male,10
GAME11210,Health land message.,PC,RPG,2015-02-18,64.54,17.68,Australia,10-18,Male,4
GAME11211,Child growth wonder.,Nintendo Switch,Shooter,2023-12-07,78.73,16.67,South America,19-25,Male,2
GAME11212,Very.,Nintendo Switch,RPG,2024-05-29,8.41,23.44,Asia,19-25,Male,1
GAME11213,Throughout the.,Xbox,Action,2014-10-18,48.16,2.97,Australia,36-45,Female,10
GAME11214,Decision whatever.,Xbox,Shooter,2015-05-11,3.7,2.71,Australia,10-18,Female,8
GAME11215,Whatever in must.,PS5,RPG,2023-10-18,17.03,14.32,South America,36-45,Female,10
GAME11216,For fight them appear.,Xbox,RPG,2022-11-27,69.16,12.62,Australia,26-35,Female,6
GAME11217,Base join.,Mobile,Action,2020-10-20,11.13,21.68,North America,10-18,Male,10
GAME11218,Reach hear.,Nintendo Switch,Shooter,2023-07-20,79.26,29.5,Europe,26-35,Male,10
GAME11219,Let official.,Mobile,Sports,2019-01-05,73.47,32.53,North America,19-25,Female,4
GAME11220,Compare serious.,PC,Strategy,2020-07-30,58.24,16.73,Australia,19-25,Male,3
GAME11221,Heavy trip investment.,Mobile,Shooter,2020-06-20,51.47,41.23,Asia,46+,Female,4
GAME11222,More behavior how.,Xbox,Action,2017-01-30,97.45,30.24,Asia,26-35,Male,3
GAME11223,Job team clearly.,Xbox,Strategy,2017-02-01,80.13,23.01,South America,10-18,Male,10
GAME11224,Contain actually development.,Mobile,RPG,2016-11-11,44.84,8.42,South America,10-18,Male,2
GAME11225,Have animal.,Xbox,RPG,2018-12-04,85.18,20.98,South America,46+,Male,2
GAME11226,Current company.,PS5,Sports,2019-02-17,55.47,29.2,Asia,26-35,Female,7
GAME11227,Young may.,PS5,Action,2020-11-12,69.03,46.6,North America,26-35,Female,5
GAME11228,Return fine certain.,PC,RPG,2020-06-02,24.58,1.23,Australia,46+,Male,10
GAME11229,Improve specific.,PS5,Shooter,2021-09-14,35.65,21.88,North America,19-25,Female,6
GAME11230,Charge.,Xbox,RPG,2018-03-17,44.88,30.58,Asia,19-25,Female,4
GAME11231,Discussion idea.,Nintendo Switch,Action,2015-02-09,22.91,4.68,North America,46+,Female,5
GAME11232,Decision.,PC,Sports,2022-03-15,1.35,33.54,North America,10-18,Male,9
GAME11233,Than woman.,Mobile,Adventure,2017-02-13,20.27,43.95,North America,46+,Female,6
GAME11234,Computer group.,PS5,Strategy,2024-04-25,23.62,13.17,North America,46+,Female,8
GAME11235,Different if pay.,PC,Strategy,2019-10-18,56.43,7.9,Europe,26-35,Male,1
GAME11236,Option these test.,Mobile,RPG,2021-04-29,11.42,29.57,Asia,46+,Male,4
GAME11237,Public meeting by.,Mobile,Sports,2019-07-09,72.4,45.24,Australia,46+,Male,3
GAME11238,Detail somebody rock.,Nintendo Switch,Shooter,2023-11-03,2.93,45.61,Europe,36-45,Male,3
GAME11239,Interesting network attention.,Mobile,Strategy,2019-04-10,6.91,44.2,Asia,36-45,Female,3
GAME11240,Congress final really.,Nintendo Switch,Shooter,2018-06-22,35.47,29.38,Asia,19-25,Male,10
GAME11241,Process dream.,PC,Adventure,2015-11-08,65.15,3.04,North America,19-25,Male,2
GAME11242,Give any.,Xbox,Sports,2019-05-21,83.51,8.96,North America,26-35,Female,9
GAME11243,Teacher Republican will.,PS5,Sports,2019-01-27,60.36,44.44,Australia,36-45,Male,1
GAME11244,Light up.,Nintendo Switch,Strategy,2021-10-04,26.34,26.55,South America,36-45,Male,4
GAME11245,Sure suggest.,PS5,Shooter,2020-05-07,5.14,6.72,South America,46+,Male,10
GAME11246,Require both.,Mobile,Adventure,2022-05-08,91.99,5.36,Australia,10-18,Female,2
GAME11247,That several management.,Xbox,Adventure,2023-01-23,77.48,9.87,Europe,19-25,Male,7
GAME11248,She we.,Nintendo Switch,Strategy,2016-07-31,61.99,5.43,South America,26-35,Female,5
GAME11249,Hear role remember.,Nintendo Switch,Strategy,2021-06-23,56.05,44.36,South America,19-25,Female,10
GAME11250,Public position month participant.,PS5,Adventure,2021-09-02,68.34,6.62,North America,26-35,Female,2
GAME11251,Him modern best.,PS5,RPG,2018-04-18,3.48,5.07,North America,19-25,Male,5
GAME11252,If deal.,PC,Adventure,2019-07-19,71.33,16.84,Asia,10-18,Male,10
GAME11253,Star one.,Nintendo Switch,RPG,2019-03-10,72.1,32.91,North America,10-18,Female,9
GAME11254,Successful forward.,Mobile,Shooter,2019-08-31,37.46,49.67,Asia,10-18,Female,6
GAME11255,Card ask ask.,Mobile,Action,2019-07-28,37.2,1.54,South America,26-35,Female,6
GAME11256,Church through.,PC,Strategy,2019-02-27,40.09,22.99,North America,10-18,Female,3
GAME11257,Available world dog.,Mobile,Sports,2021-09-04,17.91,39.87,North America,10-18,Male,9
GAME11258,Data choose probably.,Nintendo Switch,Strategy,2018-01-09,27.69,1.24,North America,10-18,Female,8
GAME11259,Information American drop.,Xbox,Sports,2018-04-04,15.03,1.99,Australia,10-18,Male,9
GAME11260,Both law draw.,Xbox,Sports,2015-09-02,96.22,27.44,Australia,10-18,Male,10
GAME11261,Bill ball.,PS5,Shooter,2020-09-10,26.99,18.94,Australia,10-18,Male,1
GAME11262,Fall.,Mobile,Adventure,2022-09-28,50.06,39.75,Europe,26-35,Male,8
GAME11263,Themselves significant late.,Xbox,Adventure,2021-05-14,90.32,27.16,Europe,36-45,Male,6
GAME11264,Join option human continue.,Xbox,Strategy,2018-03-01,21.83,12.18,Asia,19-25,Female,3
GAME11265,Whether red hand.,PC,RPG,2019-06-03,18.4,1.78,Australia,26-35,Male,2
GAME11266,Service reveal.,Nintendo Switch,Strategy,2023-09-11,97.47,39.02,South America,19-25,Male,7
GAME11267,Glass without low.,Xbox,Shooter,2023-04-17,1.1,27.2,Europe,10-18,Female,9
GAME11268,Suddenly class.,Mobile,Strategy,2024-01-09,72.99,5.15,Europe,46+,Male,1
GAME11269,He.,Nintendo Switch,RPG,2019-05-30,95.61,35.23,Australia,10-18,Female,9
GAME11270,Final whole stock.,PC,Action,2022-09-30,7.6,46.73,Europe,19-25,Male,4
GAME11271,Speak you.,Xbox,Shooter,2015-04-15,65.71,42.08,Europe,10-18,Male,3
GAME11272,Whole dinner.,PS5,Shooter,2016-12-14,58.77,15.13,Europe,36-45,Female,1
GAME11273,Teacher prepare organization.,PS5,Action,2023-10-08,50.9,20.88,South America,46+,Male,6
GAME11274,Total morning.,Xbox,Sports,2015-11-18,34.57,10.04,Asia,46+,Male,2
GAME11275,Change likely.,PS5,Sports,2021-07-09,57.52,15.63,South America,26-35,Female,6
GAME11276,Bed carry.,PS5,Action,2015-11-18,14.56,11.95,South America,26-35,Female,1
GAME11277,Become consumer cold run.,Nintendo Switch,Action,2023-08-20,59.22,19.86,North America,36-45,Male,9
GAME11278,Research paper.,PS5,Strategy,2020-01-03,66.45,6.72,Asia,19-25,Male,9
GAME11279,Return natural.,PS5,Strategy,2017-10-25,52.68,28.69,Australia,36-45,Male,3
GAME11280,Four.,PS5,Strategy,2016-08-18,74.77,42.85,Asia,46+,Male,8
GAME11281,Until table.,Xbox,Strategy,2016-11-30,42.12,32.89,Asia,46+,Female,7
GAME11282,Example.,PC,Action,2018-03-08,47.16,29.79,Australia,19-25,Female,10
GAME11283,Goal per.,Nintendo Switch,Sports,2016-09-16,62.7,16.97,Asia,19-25,Female,7
GAME11284,Not prepare attention.,PC,Sports,2023-11-12,48.42,22.68,Europe,19-25,Male,7
GAME11285,And let.,Mobile,Adventure,2022-10-04,1.49,25.12,Australia,19-25,Male,4
GAME11286,Listen notice choice.,Nintendo Switch,Adventure,2015-01-06,85.61,44.36,North America,36-45,Male,5
GAME11287,Present call two.,Mobile,Sports,2017-07-18,66.67,49.2,Australia,26-35,Male,6
GAME11288,Member occur stand.,Mobile,Strategy,2016-09-27,33.96,0.97,North America,36-45,Female,6
GAME11289,Manager might answer such.,Xbox,Shooter,2020-03-12,60.02,4.33,Australia,36-45,Female,1
GAME11290,Ahead short.,Mobile,Sports,2016-03-04,35.37,20.83,Asia,46+,Male,10
GAME11291,Phone during perhaps.,PC,Action,2015-06-11,69.22,20.99,Asia,10-18,Male,4
GAME11292,Catch culture throw.,PS5,Strategy,2022-05-01,99.85,40.29,South America,36-45,Male,7
GAME11293,President property.,Xbox,Strategy,2015-09-07,37.39,23.27,Europe,19-25,Female,2
GAME11294,Fight outside.,Mobile,Action,2016-05-30,58.56,40.16,North America,26-35,Male,2
GAME11295,Customer.,PS5,Sports,2023-12-19,1.37,7.81,North America,10-18,Female,5
GAME11296,Hand event.,PS5,RPG,2015-07-29,23.93,42.55,South America,36-45,Male,5
GAME11297,Whose.,Nintendo Switch,RPG,2016-02-10,8.79,49.77,South America,10-18,Female,8
GAME11298,Well.,PC,Adventure,2019-08-11,50.1,38.01,Asia,10-18,Male,7
GAME11299,Forget theory not cup.,Mobile,Sports,2021-02-12,65.41,47.24,South America,10-18,Male,9
GAME11300,Experience out turn.,PS5,Action,2018-11-20,34.66,1.35,South America,46+,Male,6
GAME11301,Space amount.,PC,Strategy,2019-03-17,31.12,43.43,South America,36-45,Male,5
GAME11302,Factor shake.,Xbox,Sports,2021-11-22,49.26,10.11,Australia,19-25,Female,10
GAME11303,Number church.,PC,RPG,2018-12-02,53.86,46.49,North America,36-45,Female,10
GAME11304,Contain reveal.,PS5,Strategy,2020-06-11,24.97,10.51,Europe,36-45,Female,8
GAME11305,Property.,PC,Shooter,2019-02-17,95.56,16.07,North America,19-25,Female,3
GAME11306,Black better.,Nintendo Switch,Sports,2019-10-11,7.47,1.78,Asia,36-45,Male,10
